business_id;rating;num_rating;types;price_level
mJYm5ronkSp2hDI71rdKxQ;4.5;268;cafe|restaurant|food|point_of_interest|store|establishment;1
WQx928GOxEAIbKWP8GWPuw;3.8;155;convenience_store|gas_station|cafe|restaurant|food|point_of_interest|store|establishment;1
_tgh9i0r9WPHakd_8PSTNA;4.3;503;cafe|restaurant|food|point_of_interest|store|establishment;2
V9AitNEoxNsQhfx8Xpu55g;4.5;2;cafe|food|point_of_interest|establishment;
-sdxKwgP6209YUfoFiVuTQ;4.8;99;cafe|bicycle_store|food|point_of_interest|store|establishment;2
Em9xPtWJst1AYROBkDZYBg;3.8;216;bakery|meal_takeaway|cafe|restaurant|food|point_of_interest|store|establishment;1
P0ldsyfDWNcWnGSq8w2jFQ;3.3;194;bakery|meal_takeaway|cafe|restaurant|food|point_of_interest|store|establishment;1
cVxy5TZv6dAm0KhkpktFcQ;4.6;242;cafe|food|point_of_interest|store|establishment;1
CPk6ozrDMy0ohC4-z0kGbA;4.442168674698795;498;bakery|food|point_of_interest|store|establishment;1
RW9kgSc3ijbmnayAlVHzGA;3;3;bakery|food|point_of_interest|store|establishment;
WQv2RGlyOIlDsUmF63nh-Q;3.8;986;cafe|restaurant|food|point_of_interest|store|establishment;1
kooLdkrNy4bRMXDZnKLzbQ;3.856115107913669;139;convenience_store|gas_station|cafe|restaurant|food|point_of_interest|store|establishment;1
ilriW8ywq5HFs56Ux8pftw;4.3;90;restaurant|food|point_of_interest|establishment;2
p761BGYIhxRozawwS7XrsQ;4.9;86;cafe|food|point_of_interest|store|establishment;
4T8dsk4lvfpdHSrWuRAKdA;4.3;400;cafe|food|point_of_interest|store|establishment;2
283P7ZbkvsHfhZTQX5m96w;4;449;cafe|restaurant|food|point_of_interest|store|establishment;1
Up_4I0tqoVtyknJJXULdfQ;3.4962844702467346;3445;cafe|restaurant|food|point_of_interest|store|establishment;1
Zlb0FD8BRAwLFIngXe0saQ;4.3;293;cafe|restaurant|food|point_of_interest|store|establishment;2
a2UtxqPxstaoyU4yrisDwg;3.4;1084;cafe|restaurant|food|point_of_interest|store|establishment;1
zKbpzL0w2vAE68MuyekDAw;4.3;214;cafe|restaurant|food|point_of_interest|store|establishment;2
fgDaZkRNZbxdXzsj04xa3A;4.3;400;cafe|food|point_of_interest|store|establishment;2
X3Qa-dXb2DFdZZ2UnAfSVg;3.4;277;bakery|meal_takeaway|cafe|restaurant|food|point_of_interest|store|establishment;1
02nUjwVmJGTgGyiIi-hklg;3.7;11;restaurant|food|point_of_interest|establishment;1
WazgWp2VRP7jBiltq8tnyg;4.6;209;bakery|food|point_of_interest|store|establishment;
hH4POQ9ly9VmHgkpqMdOFQ;4.5;184;food|point_of_interest|store|establishment;
0D1UBNxkT17qejQjjlZurQ;4;914;cafe|restaurant|food|point_of_interest|store|establishment;2
wlzn5BhVMS2Kz3BYcTZIRg;4.6;48;cafe|food|point_of_interest|store|establishment;
_GfI_1ViCDVW7WxjVNvl7A;3.3;15;convenience_store|gas_station|cafe|restaurant|food|point_of_interest|store|establishment;
WLaT4_8EgunV0UXks3Qukw;4.3;157;convenience_store|gas_station|cafe|restaurant|food|point_of_interest|store|establishment;1
cbG-YiFmhZ6AmGuuP6f64g;4.9;186;cafe|bar|food|point_of_interest|store|establishment;
U1Gao2oKgFaggpksDIctiQ;4.427763496143959;389;restaurant|food|point_of_interest|establishment;
4yjgHXfwO94puF7Ac-lCTg;4.8;70;cafe|food|point_of_interest|store|establishment;
FCAqHUb6Wn1ABMDQZG0Dnw;4.6;368;cafe|food|point_of_interest|store|establishment;
fz85ozE9tZCIAPGTplZhTQ;4.8;269;cafe|food|point_of_interest|store|establishment;1
5JyEHdmTufydVTQsw4afQg;4.4;258;cafe|food|point_of_interest|store|establishment;1
kXfVql_wkaS7agu6gpzEkw;4.5;277;cafe|food|point_of_interest|establishment;1
6afesz8yZhjOgijkWl4jig;3.3000000000000003;43;cafe|food|point_of_interest|store|establishment;1
8u30hH32rp4d3TnULZw9vQ;3.3345649582836705;2517;cafe|restaurant|food|point_of_interest|store|establishment;1
DGefID2EzDJl4g_DCMbnYQ;4;387;cafe|restaurant|food|point_of_interest|store|establishment;2
cLNyFQ3T7p_Kcf09IburKw;3.9;175;bakery|meal_takeaway|cafe|restaurant|food|point_of_interest|store|establishment;1
6fZWaWkvqrZNCxl_7PMDBg;4.4;790;restaurant|food|point_of_interest|store|establishment;1
mHqsNKj3UPMcQwGu-akL-Q;4.1;722;cafe|restaurant|food|point_of_interest|store|establishment;2
QQq1LwR-X1ZdpDdYIzNh2w;3.7000000000000006;389;bakery|restaurant|food|point_of_interest|store|establishment;1
hx_9etInU71CGRs6xDjM0g;4.7;729;cafe|food|point_of_interest|store|establishment;1
AIeyR4FxIx1FkWY6BwJHhA;4.3;618;cafe|restaurant|food|point_of_interest|store|establishment;2
8Aavn4p0d-OX3GtHcLnGgQ;4.4;522;cafe|food|point_of_interest|store|establishment;
78lXlSJ2Vp3kw0Ds9dZsdw;3.926171875;256;convenience_store|gas_station|cafe|restaurant|food|point_of_interest|store|establishment;1
D-NWrg9OVKIpHm0a74Pj_Q;4.2;101;cafe|food|point_of_interest|store|establishment;1
2WqDjTxf9IoeVU52XnLZaw;4.3;125;restaurant|food|point_of_interest|establishment;
qV-fAuhroG1am3WpNobEng;4.6;935;cafe|restaurant|food|point_of_interest|store|establishment;2
k6WAVICs1yY07JPXLYCj_w;4.3;123;cafe|food|point_of_interest|establishment;
eZm0-iedpPrumpf_4eeJag;4;46;food|point_of_interest|establishment;2
X3AVbLMRGMmD5B-lH0OpQQ;2.6;8;shopping_mall|cafe|food|health|point_of_interest|clothing_store|store|establishment;2
KLBWUdr0nrrK2mPBj0qg_A;4.6;77;restaurant|bakery|food|point_of_interest|store|establishment;1
eZNBKIqJi5w7-bGh501ovw;3.3345649582836705;2517;cafe|restaurant|food|point_of_interest|store|establishment;1
mi7JfdCRLfxzFG71oW0I1g;4.6;451;bakery|cafe|restaurant|food|point_of_interest|store|establishment;2
64tYqfgsfgCkgtXV_9uu-w;4.1380952380952385;147;cafe|restaurant|food|point_of_interest|store|establishment;1
MOKiCrc626sbmzMxIez5yQ;3.6;175;restaurant|food|point_of_interest|establishment;2
HC0g0xOuGDqn1jCCMctu8w;3.3;2184;cafe|restaurant|food|point_of_interest|store|establishment;1
IThvWu5a659nF3bk-wzgcg;3.5;1489;cafe|restaurant|food|point_of_interest|establishment;1
i6D8QSgr82Yd5PqiUf3hXg;4.3;156;gas_station|convenience_store|food|point_of_interest|store|establishment;
IO0zhMADxMmw7NXB2iJbKg;4;120;convenience_store|gas_station|cafe|restaurant|food|point_of_interest|store|establishment;1
o8VR_4C-krOcgHiMoi-g6g;4.3;805;bakery|cafe|restaurant|food|point_of_interest|store|establishment;1
LO1T3M80J3sqOQjkl3GThA;4.5;291;cafe|food|point_of_interest|store|establishment;2
GTS97x6mFLjGXn3ITKaQuw;4.1;127;restaurant|food|point_of_interest|establishment;2
y5JFtXvdV9hUsRAZS9v2OA;4.8;156;bakery|cafe|food|point_of_interest|store|establishment;
q_1xjztlLeeYo12GBsuZXw;4.7;902;bakery|food|point_of_interest|store|establishment;2
pd1XNEPorncrBED2e8CgHQ;4.9;29;cafe|food|point_of_interest|store|establishment;
Ka-js9Fn1yRGcyy3VBDPDg;4.4;341;cafe|restaurant|food|point_of_interest|store|establishment;2
akDpsA4iPc6_0pHbDWFyYQ;4.1;897;bakery|cafe|restaurant|food|point_of_interest|store|establishment;1
jtvJ6JQ4D2z-SKdPkoU07A;3.2;820;cafe|restaurant|food|point_of_interest|store|establishment;1
1LL54pSLD2MS1u3OvCzygw;4.5;244;cafe|food|point_of_interest|store|establishment;1
qAYmjp2zObRayfpYVUN-HA;5;3;point_of_interest|establishment;
1PKvoJ-jtw1UcuzCVtoqiw;4.5;55;restaurant|food|point_of_interest|establishment;
q-dcHGK0ur8O2F9AI_0Ilg;3.8;458;bakery|meal_takeaway|cafe|restaurant|food|point_of_interest|store|establishment;1
kW3e50BWFl5QxxP0GEYPNg;4.4;26;cafe|restaurant|food|point_of_interest|store|establishment;2
1NdGpMaXMWA8FwJRL7LZnw;4.8;37;restaurant|food|point_of_interest|establishment;
XH65ppjM-rlUmMnlH6CAFg;4.6;86;cafe|food|point_of_interest|store|establishment;
ngkjYkjJcPQ28gDub3R0IQ;4.8;174;cafe|food|point_of_interest|store|establishment;
NFE6ThbmVlRmX7uzJ3wJ0A;4.5;583;cafe|food|point_of_interest|store|establishment;2
80I1vUvNOS9u50Y5oqq8Vw;4;886;bakery|meal_takeaway|cafe|restaurant|food|point_of_interest|store|establishment;1
jshnKTsnoXLSez5XD1qo7Q;3.9;1253;cafe|restaurant|food|point_of_interest|store|establishment;1
E5QDrZPan50Rd7jWcaFyfg;4.2;381;cafe|restaurant|food|point_of_interest|store|establishment;2
C_csOMzSkq3Ufau_rKmTmg;4.4;460;bar|restaurant|food|point_of_interest|establishment;
i1PNxXNO1zlEWJF-GvDuEQ;4.6;426;cafe|food|point_of_interest|establishment;2
ovWd_lbvnK1dQSkSkQRfpg;4.6;91;cafe|food|point_of_interest|store|establishment;1
7x5A_GbTLveFhLHf7MbGXQ;4.3;468;convenience_store|gas_station|cafe|restaurant|food|point_of_interest|store|establishment;1
mvhxTBUXIsM4judjBE9u0A;4.5;46;bakery|food|point_of_interest|store|establishment;1
A4HxaMk6EZlieG7jr6FB3w;4.321698113207547;106;cafe|food|point_of_interest|store|establishment;1
9r8jxa_KCn9UYEr9eqSDuw;4.1;164;convenience_store|gas_station|cafe|restaurant|food|point_of_interest|store|establishment;1
EtGFDdjui_Hww78JU4XoXg;2.3;12;convenience_store|food|point_of_interest|store|establishment;1
lAbUj9aQ7BX__vZNYewTJw;4.7;802;cafe|restaurant|food|point_of_interest|store|establishment;1
YH5KqmYkkrJrPP7kcJjKfg;4.2;380;cafe|food|point_of_interest|store|establishment;2
6a7dcp1p15RQTAnEjb3H0g;4.2;122;bakery|food|point_of_interest|store|establishment;
UesAtrCdqntO6MvejjGDCg;4.5;68;cafe|meal_delivery|restaurant|food|point_of_interest|establishment;
PzvTiZtyVm74RYc5FFq0Nw;4.4;121;convenience_store|gas_station|cafe|restaurant|food|point_of_interest|store|establishment;1
0xmV6WSKyq0SFUa_uZKocw;4.3;237;cafe|restaurant|food|point_of_interest|store|establishment;2
JTHHrV0VO99HF7lfazZpOw;5;2;restaurant|food|point_of_interest|establishment;2
WjzWl2kUn1eWuLj4OZH47w;4.2;29;restaurant|food|point_of_interest|establishment;
L8RfVsIAvNPCKlp5fJkoHA;4.2;338;cafe|food|point_of_interest|store|establishment;2
FlSiPPvYiqqDbKb8E_lLNg;4.6;247;cafe|food|point_of_interest|store|establishment;2
qZa7ClLmG89oI09E6QUnyQ;4.6;165;cafe|food|point_of_interest|store|establishment;1
DekNG7GWeU28-aMpbfJwNw;4.7;528;bakery|cafe|food|point_of_interest|store|establishment;1
Mhqq0BaP2CinaPiZCYWVOw;4.3;450;cafe|restaurant|food|point_of_interest|establishment;1
csykRUzx15yMpFbzD-BApA;4.7;465;bar|restaurant|food|point_of_interest|establishment;2
lHOjknsVNLBHB0fs-SM7-Q;4.098484848484849;132;convenience_store|cafe|restaurant|food|point_of_interest|store|establishment;1
EJPhcvVqYi6Y1dhDQXP-bQ;4.7;144;cafe|food|point_of_interest|store|establishment;
QhFftZD6diXpF11A9U2ZdA;4.6;28;cafe|food|point_of_interest|establishment;
MqBtykhqU_4GgqgNjz079A;1.6999999999999997;13;cafe|food|point_of_interest|store|establishment;
EzkR89g7pIm12IldI5e6gQ;4.6;48;grocery_or_supermarket|convenience_store|supermarket|cafe|food|point_of_interest|store|establishment;
tvlElS5cQ6YVEVOb34ujqQ;4.3;917;cafe|restaurant|food|point_of_interest|establishment;1
6LA1ttZl3vLl3YBg4IqZWw;3.8;302;bakery|meal_takeaway|cafe|restaurant|food|point_of_interest|store|establishment;1
wjUlOsBLLnxpprgI-sSiDA;3;1627;cafe|restaurant|food|point_of_interest|store|establishment;1
29OSyDLAiX1nxP1SEaSWtg;2.6;127;convenience_store|gas_station|cafe|restaurant|food|point_of_interest|store|establishment;1
fGa6oaUxdxqs0JPnwUxn6Q;4.2;203;cafe|food|point_of_interest|store|establishment;2
g2rtbtmL_MTf_cjATokalw;4.1;78;convenience_store|gas_station|cafe|restaurant|food|point_of_interest|store|establishment;1
aMrBA4LIkGx8CYM9ZbKPBg;4.2;80;cafe|restaurant|food|point_of_interest|store|establishment;2
OlKxBWQrutu0kcHq4-on6w;4.1;199;bakery|meal_takeaway|cafe|restaurant|food|point_of_interest|store|establishment;1
fQtplZtjIkYenwhxSWim2w;5;89;cafe|food|point_of_interest|store|establishment;
NG3SFWgDgjMMpIJoQoQ3XQ;3.7;7;cafe|food|point_of_interest|establishment;
6FNfW_9YaP5Fm7tE1caLyA;3.3;1919;cafe|restaurant|food|point_of_interest|store|establishment;1
3gwwGdwihsmb4TOnUOo6RA;3.5;1212;cafe|restaurant|food|point_of_interest|store|establishment;1
6xWQqSQ6nctJ6Ifro4Nrxw;4.5;8;cafe|food|point_of_interest|establishment;
UrvSisML6V1zXDcB-Wb1Aw;4.9;105;food|point_of_interest|establishment;
jhbJuMrHKP4Vb2kfsVizKg;4.8;144;doctor|health|point_of_interest|store|establishment;
nMn4CTJQPXqpgLltYQrxMA;4.750724637681159;207;cafe|food|point_of_interest|store|establishment;
C3W3tf6R91zLIlvF64Fleg;4.3;225;cafe|food|point_of_interest|establishment;1
X_87Bx1bAwGPjPmSuiHWHQ;4.7;360;bakery|food|point_of_interest|store|establishment;1
VvfvtuVehnBOn6AeQvovZg;4;1842;cafe|restaurant|food|point_of_interest|store|establishment;2
_ws0jviXOt0PXezpUVmHTA;3.8999999999999995;138;bakery|cafe|restaurant|food|point_of_interest|store|establishment;1
p_JcylEbz2yZiJnGOYXEvg;4.7;355;cafe|food|point_of_interest|store|establishment;1
pCpHrr2sUS58szoseyF2-w;3;427;bakery|meal_takeaway|cafe|restaurant|food|point_of_interest|store|establishment;1
2s1e-4t_35JfQBXAluqqzg;3.8;1460;cafe|restaurant|food|point_of_interest|store|establishment;1
RUgPcPSdvwvCKMzl-au5yQ;1.6999999999999997;13;cafe|food|point_of_interest|store|establishment;
tM_ZLztaq5yfHrSx7t0PUQ;4.7;347;cafe|food|point_of_interest|store|establishment;1
Q_c7V501_9DFuefGNM1ZkA;4.3;470;restaurant|food|point_of_interest|establishment;1
l79KYZl3I2gi2C0JZ77BGA;4.3;35;electronics_store|home_goods_store|point_of_interest|store|establishment;
L1DN799Mg7DS3XfsI3FHKQ;4.9;44;meal_takeaway|restaurant|food|point_of_interest|establishment;
UDM7TDJwu-JT4HsCYZkOcA;4.2;538;cafe|restaurant|food|point_of_interest|store|establishment;2
IQw4uJsiSzLenDFVnM-DLg;3.8999999999999995;47;bakery|cafe|food|point_of_interest|store|establishment;
etjcQEi4mTFiMBE1DyAIEg;4;112;convenience_store|gas_station|cafe|restaurant|food|point_of_interest|store|establishment;1
PrF1qZ9L9gQJKZkruB1dCg;4.3;873;cafe|restaurant|food|point_of_interest|store|establishment;2
HOUmGe9ij2LS4Vnzqi_Asg;4.035942028985508;345;cafe|restaurant|food|point_of_interest|store|establishment;2
262dmM9ixxYp5K5UdmuaCw;4.435654261704682;833;cafe|food|point_of_interest|store|establishment;2
2gWAivEMugrIdrl0aol8IQ;5;1;restaurant|bakery|cafe|food|point_of_interest|store|establishment;
8_7HvKnMgkO2p7EDc74f2Q;4.3;514;bakery|cafe|restaurant|food|point_of_interest|store|establishment;1
UJ-YmZmkomhpJsPIinZWNw;4.8;324;cafe|restaurant|food|point_of_interest|store|establishment;1
N9g4lGJbzQzJCUf6AF7d7Q;4.9;34;cafe|food|point_of_interest|store|establishment;
KwWmZOV6q6GTva8j6h05Nw;3.2;1454;cafe|restaurant|food|point_of_interest|store|establishment;1
nj2Dah8x5kVwOEBZ46FX1g;4.1;467;bakery|meal_takeaway|cafe|restaurant|food|point_of_interest|store|establishment;1
scbhmEZlGBKELaLdIlNbnA;4.2;308;bakery|meal_takeaway|cafe|restaurant|food|point_of_interest|store|establishment;1
wlOkr1iIQep-08o6r5bnjg;3.5;357;bakery|meal_takeaway|cafe|restaurant|food|point_of_interest|store|establishment;1
oCKTM-7LazLVwptMkNNdZQ;4.4;21;cafe|bar|liquor_store|restaurant|food|point_of_interest|store|establishment;
xbjq4lKiZnr8b4_PhjPI6w;4.5;64;cafe|food|point_of_interest|establishment;
KEIZyGFin1q2zcR9SIS_Ag;4.3;228;cafe|food|point_of_interest|store|establishment;1
ytynqOUb3hjKeJfRj5Tshw;4.7;37131;grocery_or_supermarket|food|point_of_interest|store|establishment;2
v7j08QnDuWfQlY6s-NKHPg;3.8;336;bakery|meal_takeaway|cafe|restaurant|food|point_of_interest|store|establishment;1
1nMLt5F9MO-RUhW7jMVlMQ;4.5;255;cafe|bar|food|point_of_interest|store|establishment;1
zjsZ6DROAotlcuWR7MQYzg;4;488;cafe|food|point_of_interest|store|establishment;2
xQ850u4BgjrN0tpun1zGXA;4.5;1036;cafe|food|point_of_interest|store|establishment;2
RrrgvkKwwq9FHayFKwOI3Q;4.2;338;cafe|food|point_of_interest|store|establishment;2
mIfISzGcOgxifjlYwU9vqg;4.7;234;cafe|restaurant|food|point_of_interest|store|establishment;2
W8fyKHzZX68SQWFvwq_JMQ;4.5;1036;cafe|food|point_of_interest|store|establishment;2
dlqEa58Xf7q5w4e_4Wys1g;4.7;130;food|point_of_interest|store|establishment;
WrV6iYQyaaOsfwk6fiDDXQ;4.1;731;cafe|restaurant|food|point_of_interest|store|establishment;2
KIjJP6D4u3aqRvb7e5w5nQ;3.8;20;bakery|food|point_of_interest|store|establishment;2
XnbuS6ieFxsDSH9go88juw;4.6;540;bakery|restaurant|food|point_of_interest|store|establishment;2
r5--kPhTvamXmN7ZMbUUYQ;4.2;204;cafe|food|point_of_interest|store|establishment;
huIIVzj-e0oa2kN0B6-2-A;3.9;202;convenience_store|gas_station|cafe|restaurant|food|point_of_interest|store|establishment;1
IYdG3pk8DgIcNHz4khph7Q;3.5;2;cafe|food|point_of_interest|establishment;
MlXH9dWYDFEBbwuGStlfZg;4.6;1568;cafe|food|point_of_interest|establishment;2
oo3Jpr_Nqw73fybrQjpcHg;4.3;331;cafe|food|point_of_interest|store|establishment;1
MrMMI9ZFYQy6r_g6TC4UrQ;3.7000000000000006;3;grocery_or_supermarket|food|point_of_interest|store|establishment;
-tWltjTtepDjVaKD4iGdDw;4.8;367;cafe|restaurant|food|point_of_interest|store|establishment;1
54WR2MLumQhfHCKOB-eQKA;4.1;390;bakery|meal_takeaway|cafe|restaurant|food|point_of_interest|store|establishment;1
JngvCO_EWSG5r3Mcy_5_9A;4.2;470;cafe|restaurant|food|point_of_interest|store|establishment;2
OD7QQo4wNpmIb10L8gZKDw;4.3;671;cafe|restaurant|food|point_of_interest|store|establishment;2
XZfgiMT8fZtGN1KkecoSrw;4.5;1070;cafe|restaurant|food|point_of_interest|store|establishment;2
GV6WXHmX13Utqd3j1mDJpA;4.5;155;cafe|bar|food|point_of_interest|store|establishment;
ZFSt9QDyAgz5qKRfxCZWAg;4.1;478;cafe|restaurant|food|point_of_interest|store|establishment;2
L2tGLS6O9bwVbHWKJbEhRg;4.7;220;cafe|food|point_of_interest|store|establishment;2
MM_v-KIUJiXLCxnkIqPKWA;4.5;263;cafe|restaurant|food|point_of_interest|establishment;2
2Nvq88a-NLYC0e3Jc_vvTQ;4;274;restaurant|food|point_of_interest|store|establishment;1
Ze5WMI88GQGZCA0oOOqPbw;4.2;70;cafe|food|point_of_interest|store|establishment;1
fQAyS1EGx75yDGweJ9YnQw;3.4;108;convenience_store|cafe|restaurant|food|point_of_interest|store|establishment;1
UxPNpzKEC4FpdidHz8MCcA;3.5;1163;cafe|restaurant|food|point_of_interest|store|establishment;1
xNlIIm07eJ3jdsXF2KW2nA;4.4;594;cafe|restaurant|food|point_of_interest|store|establishment;2
XuZ0PjtRiRCIOpzWTtQ-Vg;4.7;2747;bar|restaurant|food|point_of_interest|establishment;2
u08-CrCg_f9sdGD5BtL-QA;4.8;329;cafe|bar|restaurant|food|point_of_interest|store|establishment;
x5GkG0oI_S107wLlgdBxVA;3.8;315;bakery|food|point_of_interest|store|establishment;2
0h4Oo6W8mG4HEYQzZRkoOA;4.3;53;cafe|restaurant|food|point_of_interest|store|establishment;1
z504bZq0L1ypJmIoXL7C4Q;4.3;168;bakery|meal_takeaway|restaurant|food|point_of_interest|store|establishment;1
fUPT-1LNMCJeZRrQWy67lg;4;84;convenience_store|gas_station|cafe|restaurant|food|point_of_interest|store|establishment;1
D7SxS4qCle_Nsv_ataoM1g;5;5;cafe|bar|restaurant|food|point_of_interest|store|establishment;
zupI44qitH6T8Bo9OjA6Yw;3.7999999999999994;313;bakery|restaurant|food|point_of_interest|store|establishment;1
2MKTSjcis749QGzm0vwFXw;4.3;9;cafe|food|point_of_interest|store|establishment;
iFunuVzrg10UesZvMPCHHg;4.2;470;cafe|restaurant|food|point_of_interest|store|establishment;2
7kr8QQ33vSkMmQ_mby5JUQ;3.8;407;bakery|meal_takeaway|cafe|restaurant|food|point_of_interest|store|establishment;1
Jci_xPpsvVqhBNJ9oHA31Q;4.8;74;cafe|food|point_of_interest|establishment;1
3F777YJJYthdPNrB-7MUNQ;4.2;794;cafe|restaurant|food|point_of_interest|store|establishment;2
t4mRS4ErJhzJh6vAbev15g;4.6;385;florist|cafe|food|point_of_interest|store|establishment;
Nu8aj_v77Fh3prSC_RoDWw;3.520269058295964;1115;cafe|restaurant|food|point_of_interest|store|establishment;1
eaTElJi7NcuqPTYC0qWCpA;4.3;860;cafe|restaurant|food|point_of_interest|store|establishment;2
40W1u-blvEhffAPrOtUH3w;4.1;86;convenience_store|cafe|restaurant|food|point_of_interest|store|establishment;1
oklGt-CSgK6EyAIUT94Ukg;4.4;1442;grocery_or_supermarket|food|point_of_interest|store|establishment;
iqTHGZyiWasuI8pop3J36A;4.5;549;cafe|food|point_of_interest|store|establishment;2
tPuso2lzqdPM3sje6gWzsA;4.6;77;restaurant|cafe|food|point_of_interest|establishment;2
8W4w1sXXDER5ujjE-cuOFg;4.7;378;cafe|food|point_of_interest|store|establishment;1
M3OQGg24RhArosPRv5GagA;4.9;136;cafe|food|point_of_interest|store|establishment;
2sGHOKjHl5S0iqRDTmNgMQ;4.2;511;cafe|restaurant|food|point_of_interest|store|establishment;2
e8NRt-1C8eI85C59pKhJuA;4.6;37;cafe|food|point_of_interest|store|establishment;
frjcpNfDx3dnCi-8YCVXVQ;4.3;127;convenience_store|gas_station|cafe|restaurant|food|point_of_interest|store|establishment;1
66Eb7k-oL3m3GGhyQRuFTQ;4;721;cafe|restaurant|food|point_of_interest|store|establishment;2
cxHhdkZ1dQPyzno1oBdDxw;4.8;158;bakery|cafe|food|point_of_interest|store|establishment;
7dLQkwWU2fRqTlvplg0iMw;4.4;413;bakery|cafe|food|point_of_interest|store|establishment;2
WfjsGrbSIswLMwGtKVNcwQ;3.6;229;bakery|meal_takeaway|cafe|restaurant|food|point_of_interest|store|establishment;1
IQ-FUxpwpibrfOpj6d8Asg;4;173;cafe|food|point_of_interest|store|establishment;1
Yk62SB_HISNsv85CDbVkKg;3.9;216;bakery|meal_takeaway|cafe|restaurant|food|point_of_interest|store|establishment;1
5Mqe-TAK7GzwiZapwNqQbA;3.8999999999999995;351;bakery|meal_takeaway|cafe|restaurant|food|point_of_interest|store|establishment;1
i8u6G-4FdqejdKp6hDUhow;4.1;86;cafe|food|point_of_interest|establishment;1
_ju1BXAF5g5QtAFfZZKO1g;4.6;538;cafe|restaurant|food|point_of_interest|store|establishment;2
A2slwG21Uulatt357w58PA;4.3;74;cafe|restaurant|food|point_of_interest|establishment;1
f6eBJT2jiXXBkrlHdJMbcA;4.6;38;grocery_or_supermarket|food|point_of_interest|store|establishment;
8qGe4GQYyZstFhYa0rvpIg;3.8091262135922332;1545;cafe|restaurant|food|point_of_interest|store|establishment;1
nyyPT7L3MnNp-jUTFdsibg;4.6;230;cafe|food|point_of_interest|store|establishment;
dkxB_I_3-63HJMmQszE0Kg;4.4;121;convenience_store|gas_station|cafe|restaurant|food|point_of_interest|store|establishment;1
69R0QwXKjNDpilMgtzeLqA;4.7;52;restaurant|food|point_of_interest|establishment;1
T6OtDhpyfyI_ZCK5zE8UuA;4.1;442;cafe|restaurant|food|point_of_interest|store|establishment;2
N4xmF_96VDb2bRPpBu_O9w;4.1;44;cafe|food|point_of_interest|store|establishment;2
_63cmxCZdWUDMk6HK1uQhg;4.2;488;cafe|food|point_of_interest|store|establishment;2
Di23dhpgrqBHMUq6vZ42zw;4.8;224;restaurant|cafe|food|point_of_interest|store|establishment;
RtJC7xavgAxOITQyAlGCbQ;4.7;176;grocery_or_supermarket|food|health|point_of_interest|store|establishment;
uOjNbkw8nExqS7dylRcZmw;4.6;129;restaurant|cafe|bar|food|point_of_interest|store|establishment;2
ugfoID6LrdwiqYUSdhkqAw;4.8;208;hair_care|cafe|food|health|point_of_interest|store|establishment;1
bqEuDKbVgOALSAkYh_TVIw;4.3;713;cafe|restaurant|food|point_of_interest|store|establishment;2
i418p2YhZ-owrHhOlWp32g;4.2;606;cafe|restaurant|food|point_of_interest|store|establishment;2
C26YgKWFVsW1MM-n7UJnIw;4.064323374340949;2276;bakery|meal_takeaway|cafe|restaurant|food|point_of_interest|store|establishment;1
2oHyI8snh5WtEh83gSczlg;4.1;159;cafe|food|point_of_interest|store|establishment;
eoHfkdxrMBo8CkisX6ippg;5;10;storage|point_of_interest|establishment;
NLaldZMObLqNSoEe7QzVCQ;3.8999999999999995;21;cafe|night_club|bar|food|point_of_interest|store|establishment;
6fqL0jlPqhj0j_--hF3HWg;4.2;402;cafe|restaurant|food|point_of_interest|store|establishment;2
Idfc5jjr9hGTtGts1KYIYQ;4.5;295;cafe|food|point_of_interest|store|establishment;1
Bx99-hT49G87I9S1V_6ikQ;3.7000000000000006;1706;cafe|restaurant|food|point_of_interest|store|establishment;1
nOuYFVtC-I1-dPOToQqB7A;4.2;343;bakery|meal_takeaway|cafe|restaurant|food|point_of_interest|store|establishment;1
C8_zQVh3L7-yFazQs76fzg;2.1;25;restaurant|meal_takeaway|food|point_of_interest|establishment;
K6rN4W4ErLVItpH_nIZncg;4.5;167;restaurant|cafe|food|point_of_interest|store|establishment;1
iryPcdtXO3HQfUzXBqzckw;3.8;1875;cafe|restaurant|food|point_of_interest|store|establishment;1
7Ljrtr65Q7-uX2Nl4I_7Iw;4.5;800;cafe|restaurant|food|point_of_interest|establishment;1
LrZ5-YoLk-n6OsmE7NUskQ;3.8;33;convenience_store|cafe|restaurant|food|point_of_interest|store|establishment;1
DTwt8_pCuGyQbiIfXNdhDw;4.5;2339;book_store|cafe|food|point_of_interest|store|establishment;2
IC4_eqxeqLqN0P_6Zqa6rA;4.9;70;restaurant|food|point_of_interest|establishment;
mRTRMo-M0B_9fMOnzzMtsQ;4.5;107;cafe|food|point_of_interest|store|establishment;
AI27j5T0Le6Dy_JkaG4HQQ;4.6;17;cafe|food|point_of_interest|store|establishment;
6DBEXjqb2NEsdTX-wuXk8w;4.9;95;cafe|food|point_of_interest|store|establishment;
kn0-Tc4JFnpnlCyqG-3X9A;3.9;2350;restaurant|food|point_of_interest|establishment;1
L3492THPX3WRpAKoPktqMg;4.1;211;bakery|food|point_of_interest|store|establishment;1
-ka45SR1nuoxUU4eTamE_w;4.6;103;bakery|restaurant|food|point_of_interest|store|establishment;1
CANk57JhjPTrpOkOCvECKQ;4.1;139;cafe|food|point_of_interest|store|establishment;2
H_JO3CNWRTRHmstEyvb31Q;4.5;1116;cafe|food|point_of_interest|establishment;1
