,date,US-AK_Coffee,US-AK_Tea,US-AK_bubbleTea,isPartial,US-AL_Coffee,US-AL_Tea,US-AL_bubbleTea,isPartial,US-AR_Coffee,US-AR_Tea,US-AR_bubbleTea,isPartial,US-AZ_Coffee,US-AZ_Tea,US-AZ_bubbleTea,isPartial,US-CA_Coffee,US-CA_Tea,US-CA_bubbleTea,isPartial,US-CO_Coffee,US-CO_Tea,US-CO_bubbleTea,isPartial,US-CT_Coffee,US-CT_Tea,US-CT_bubbleTea,isPartial,US-DC_Coffee,US-DC_Tea,US-DC_bubbleTea,isPartial,US-DE_Coffee,US-DE_Tea,US-DE_bubbleTea,isPartial,US-FL_Coffee,US-FL_Tea,US-FL_bubbleTea,isPartial,US-GA_Coffee,US-GA_Tea,US-GA_bubbleTea,isPartial,US-HI_Coffee,US-HI_Tea,US-HI_bubbleTea,isPartial,US-IA_Coffee,US-IA_Tea,US-IA_bubbleTea,isPartial,US-ID_Coffee,US-ID_Tea,US-ID_bubbleTea,isPartial,US-IL_Coffee,US-IL_Tea,US-IL_bubbleTea,isPartial,US-IN_Coffee,US-IN_Tea,US-IN_bubbleTea,isPartial,US-KS_Coffee,US-KS_Tea,US-KS_bubbleTea,isPartial,US-KY_Coffee,US-KY_Tea,US-KY_bubbleTea,isPartial,US-LA_Coffee,US-LA_Tea,US-LA_bubbleTea,isPartial,US-MA_Coffee,US-MA_Tea,US-MA_bubbleTea,isPartial,US-MD_Coffee,US-MD_Tea,US-MD_bubbleTea,isPartial,US-ME_Coffee,US-ME_Tea,US-ME_bubbleTea,isPartial,US-MI_Coffee,US-MI_Tea,US-MI_bubbleTea,isPartial,US-MN_Coffee,US-MN_Tea,US-MN_bubbleTea,isPartial,US-MO_Coffee,US-MO_Tea,US-MO_bubbleTea,isPartial,US-MS_Coffee,US-MS_Tea,US-MS_bubbleTea,isPartial,US-MT_Coffee,US-MT_Tea,US-MT_bubbleTea,isPartial,US-NC_Coffee,US-NC_Tea,US-NC_bubbleTea,isPartial,US-ND_Coffee,US-ND_Tea,US-ND_bubbleTea,isPartial,US-NE_Coffee,US-NE_Tea,US-NE_bubbleTea,isPartial,US-NH_Coffee,US-NH_Tea,US-NH_bubbleTea,isPartial,US-NJ_Coffee,US-NJ_Tea,US-NJ_bubbleTea,isPartial,US-NM_Coffee,US-NM_Tea,US-NM_bubbleTea,isPartial,US-NV_Coffee,US-NV_Tea,US-NV_bubbleTea,isPartial,US-NY_Coffee,US-NY_Tea,US-NY_bubbleTea,isPartial,US-OH_Coffee,US-OH_Tea,US-OH_bubbleTea,isPartial,US-OK_Coffee,US-OK_Tea,US-OK_bubbleTea,isPartial,US-OR_Coffee,US-OR_Tea,US-OR_bubbleTea,isPartial,US-PA_Coffee,US-PA_Tea,US-PA_bubbleTea,isPartial,US-RI_Coffee,US-RI_Tea,US-RI_bubbleTea,isPartial,US-SC_Coffee,US-SC_Tea,US-SC_bubbleTea,isPartial,US-SD_Coffee,US-SD_Tea,US-SD_bubbleTea,isPartial,US-TN_Coffee,US-TN_Tea,US-TN_bubbleTea,isPartial,US-TX_Coffee,US-TX_Tea,US-TX_bubbleTea,isPartial,US-UT_Coffee,US-UT_Tea,US-UT_bubbleTea,isPartial,US-VA_Coffee,US-VA_Tea,US-VA_bubbleTea,isPartial,US-VT_Coffee,US-VT_Tea,US-VT_bubbleTea,isPartial,US-WA_Coffee,US-WA_Tea,US-WA_bubbleTea,isPartial,US-WI_Coffee,US-WI_Tea,US-WI_bubbleTea,isPartial,US-WV_Coffee,US-WV_Tea,US-WV_bubbleTea,isPartial,US-WY_Coffee,US-WY_Tea,US-WY_bubbleTea,isPartial
20,2005-09-01,29,24,0,False,25,26,0,False,34,26,0,False,33,29,1,False,31,24,0,False,37,20,1,False,37,27,0,False,33,16,1,False,22,27,0,False,33,23,0,False,34,27,0,False,23,24,0,False,36,16,0,False,37,23,0,False,37,21,0,False,41,28,1,False,34,16,0,False,36,23,0,False,38,23,0,False,39,25,0,False,47,37,1,False,40,33,0,False,39,25,0,False,60,20,0,False,30,27,0,False,44,26,0,False,27,18,0,False,33,19,0,False,40,17,0,False,26,24,0,False,20,26,1,False,33,32,2,False,51,42,0,False,35,19,0,False,34,27,0,False,33,18,0,False,34,28,0,False,47,27,0,False,31,25,1,False,33,17,0,False,27,18,0,False,37,32,0,False,47,25,0,False,30,34,0,False,25,19,0,False,37,23,0,False,26,37,0,False,38,22,1,False,38,19,0,False,33,21,0,False,34,30,0,False
21,2005-10-01,35,13,0,False,35,25,1,False,29,24,0,False,36,23,0,False,30,26,0,False,37,24,0,False,41,33,0,False,29,23,0,False,37,16,0,False,38,24,0,False,39,26,0,False,34,18,0,False,36,23,0,False,43,24,0,False,34,23,0,False,49,30,0,False,32,24,1,False,31,27,1,False,39,16,0,False,34,24,0,False,49,36,0,False,41,20,0,False,39,24,0,False,43,26,0,False,37,27,0,False,33,38,0,False,33,23,0,False,35,25,0,False,50,22,0,False,22,18,0,False,34,29,0,False,36,33,0,False,50,39,0,False,40,23,0,False,34,29,0,False,32,23,1,False,27,23,0,False,48,29,0,False,33,28,0,False,32,23,0,False,39,31,0,False,24,35,0,False,41,29,0,False,30,37,0,False,26,26,0,False,41,31,0,False,32,32,0,False,35,25,1,False,46,22,0,False,39,14,0,False,44,22,0,False
22,2005-11-01,46,30,0,False,42,26,0,False,62,32,0,False,43,28,0,False,35,28,0,False,46,27,0,False,49,35,0,False,35,27,0,False,34,23,0,False,45,29,0,False,40,32,0,False,24,25,1,False,42,19,0,False,50,28,0,False,45,26,0,False,43,36,0,False,35,21,0,False,39,27,0,False,47,31,0,False,39,31,0,False,59,40,0,False,38,25,0,False,50,27,0,False,58,26,0,False,45,30,0,False,52,26,0,False,22,32,0,False,46,35,0,False,53,19,0,False,38,32,0,False,46,32,0,False,42,36,1,False,50,34,0,False,28,30,0,False,39,34,0,False,41,22,0,False,34,26,1,False,54,29,1,False,43,31,0,False,30,34,0,False,49,34,1,False,15,15,0,False,57,33,0,False,36,35,0,False,23,27,1,False,44,27,0,False,55,26,0,False,38,27,1,False,49,28,0,False,52,28,0,False,66,58,0,False
23,2005-12-01,63,28,0,False,62,38,2,False,43,31,0,False,51,30,0,False,37,30,0,False,50,32,1,False,51,36,0,False,35,27,0,False,41,32,0,False,42,31,0,False,47,34,1,False,28,20,0,False,48,23,1,False,40,35,0,False,46,33,0,False,57,29,0,False,32,32,1,False,54,34,0,False,40,34,0,False,44,33,0,False,56,46,1,False,36,22,0,False,50,32,0,False,58,32,0,False,56,36,1,False,81,42,0,False,43,37,0,False,51,31,0,False,42,40,0,False,38,23,0,False,49,36,1,False,47,33,1,False,58,48,0,False,32,35,0,False,43,40,1,False,41,31,0,False,52,31,1,False,59,35,1,False,46,36,0,False,51,21,0,False,54,31,0,False,31,39,0,False,55,30,0,False,42,37,0,False,34,29,1,False,46,33,0,False,58,25,0,False,42,33,0,False,58,30,0,False,56,40,0,False,40,40,0,False
24,2006-01-01,41,32,0,False,38,31,0,False,38,37,0,False,37,27,0,False,34,27,0,False,42,27,0,False,39,35,0,False,29,27,1,False,24,31,0,False,38,29,0,False,43,30,0,False,35,25,0,False,37,25,0,False,42,32,0,False,39,27,1,False,42,30,0,False,41,23,1,False,44,38,0,False,39,33,0,False,36,35,0,False,53,42,0,False,33,21,0,False,41,26,1,False,53,27,0,False,40,27,0,False,39,32,0,False,25,22,0,False,40,27,0,False,44,13,0,False,41,24,0,False,28,36,1,False,33,35,1,False,36,32,0,False,43,24,0,False,36,35,0,False,33,28,0,False,33,32,0,False,47,32,1,False,36,32,0,False,34,27,0,False,38,42,0,False,16,36,0,False,45,27,0,False,31,41,0,False,33,30,0,False,42,31,0,False,47,37,0,False,36,29,0,False,43,23,1,False,33,38,0,False,34,18,0,False
25,2006-02-01,31,18,0,False,44,27,0,False,52,24,0,False,33,30,0,False,30,27,0,False,41,30,0,False,36,29,0,False,36,26,0,False,41,21,0,False,33,22,0,False,37,31,0,False,28,18,1,False,42,24,0,False,38,39,1,False,36,27,0,False,41,28,0,False,35,31,1,False,35,26,0,False,45,27,1,False,38,31,0,False,57,44,0,False,37,39,0,False,38,28,0,False,52,24,0,False,38,31,1,False,47,52,0,False,45,26,0,False,40,24,0,False,42,8,0,False,35,27,0,False,26,35,0,False,30,33,0,False,26,46,0,False,28,23,0,False,34,33,0,False,33,23,0,False,46,24,0,False,41,32,0,False,37,33,0,False,34,29,0,False,33,33,0,False,30,22,0,False,43,33,0,False,31,44,1,False,25,27,0,False,37,34,1,False,43,31,0,False,37,21,1,False,43,27,0,False,44,28,0,False,44,31,3,False
26,2006-03-01,36,35,1,False,36,24,0,False,24,25,0,False,37,33,0,False,32,29,0,False,36,28,0,False,37,30,0,False,34,21,0,False,26,36,2,False,30,25,0,False,40,31,0,False,33,17,1,False,25,14,1,False,38,13,0,False,36,25,1,False,38,29,1,False,36,20,0,False,39,27,0,False,47,27,1,False,31,33,1,False,45,37,1,False,38,21,0,False,34,29,0,False,56,29,1,False,39,30,1,False,40,25,0,False,23,21,0,False,32,23,0,False,38,22,0,False,34,14,0,False,44,36,0,False,34,36,0,False,37,27,0,False,40,36,0,False,36,32,0,False,35,24,0,False,31,29,0,False,43,33,0,False,36,31,1,False,47,26,0,False,29,29,0,False,25,32,0,False,38,31,0,False,29,35,0,False,28,28,1,False,34,28,1,False,49,27,0,False,35,25,1,False,42,19,0,False,35,38,0,False,26,32,0,False
27,2006-04-01,25,17,0,False,32,29,0,False,35,30,0,False,33,27,0,False,29,25,0,False,34,31,0,False,34,34,1,False,26,22,1,False,28,36,0,False,31,28,0,False,33,29,0,False,23,22,0,False,30,17,0,False,41,35,0,False,31,23,0,False,39,31,0,False,24,17,1,False,37,20,0,False,30,28,0,False,27,30,0,False,38,46,1,False,35,21,0,False,36,27,0,False,46,25,1,False,33,23,0,False,29,31,0,False,38,21,0,False,30,23,0,False,25,28,0,False,32,24,0,False,34,31,0,False,31,28,0,False,34,31,0,False,28,39,0,False,34,31,0,False,29,20,0,False,22,19,1,False,44,30,1,False,30,30,1,False,35,23,0,False,39,33,1,False,16,30,0,False,37,32,0,False,28,41,0,False,22,27,0,False,34,31,0,False,37,35,1,False,33,26,0,False,44,23,0,False,50,38,0,False,56,37,3,False
28,2006-05-01,23,23,0,False,31,27,0,False,24,36,0,False,28,32,0,False,26,26,0,False,35,32,0,False,32,37,0,False,27,22,0,False,28,27,0,False,27,27,0,False,33,29,0,False,29,23,0,False,34,23,0,False,34,28,0,False,29,27,0,False,34,28,0,False,25,27,0,False,25,31,0,False,38,25,0,False,29,32,1,False,43,42,0,False,38,37,0,False,33,25,1,False,38,24,0,False,35,26,0,False,53,38,0,False,36,12,0,False,31,30,0,False,27,27,0,False,25,20,0,False,26,21,1,False,35,31,0,False,39,33,0,False,27,27,0,False,31,31,0,False,30,23,0,False,30,27,0,False,38,25,1,False,30,33,1,False,33,26,2,False,32,26,0,False,23,34,0,False,34,29,0,False,25,36,0,False,23,26,0,False,29,30,0,False,37,28,0,False,38,28,0,False,35,24,0,False,24,24,0,False,39,27,0,False
29,2006-06-01,27,22,0,False,37,28,0,False,39,29,0,False,42,26,0,False,29,25,0,False,30,23,0,False,30,27,0,False,30,23,0,False,30,19,0,False,32,25,0,False,34,26,0,False,30,24,0,False,35,23,0,False,26,17,0,False,31,21,1,False,36,27,1,False,31,21,0,False,34,26,0,False,33,30,1,False,31,28,1,False,42,37,0,False,40,20,0,False,33,26,1,False,48,22,0,False,37,31,1,False,32,43,0,False,42,19,0,False,35,25,0,False,27,31,0,False,34,25,1,False,44,31,0,False,35,27,0,False,43,38,1,False,32,25,0,False,33,30,0,False,28,20,0,False,28,21,1,False,43,32,1,False,33,26,1,False,27,29,1,False,39,27,0,False,20,35,0,False,38,28,0,False,32,36,0,False,20,24,0,False,32,31,1,False,36,23,0,False,32,23,0,False,43,28,0,False,46,12,2,False,31,31,0,False
30,2006-07-01,44,27,0,False,36,23,0,False,32,29,0,False,33,24,0,False,27,24,0,False,35,30,0,False,29,29,0,False,30,21,0,False,34,27,0,False,29,25,0,False,35,33,0,False,27,14,1,False,31,22,1,False,36,34,0,False,31,25,1,False,31,27,0,False,25,25,0,False,26,26,0,False,48,29,1,False,32,23,0,False,42,37,1,False,35,28,0,False,36,26,1,False,47,20,0,False,29,23,0,False,51,30,0,False,29,16,0,False,37,26,0,False,42,18,0,False,31,14,1,False,41,25,0,False,32,31,1,False,45,45,0,False,34,26,0,False,33,30,1,False,30,20,0,False,32,27,1,False,45,27,1,False,34,29,0,False,27,28,0,False,33,25,0,False,23,37,0,False,36,27,0,False,29,34,0,False,32,25,1,False,35,28,1,False,44,28,0,False,33,24,1,False,45,23,1,False,28,35,2,False,29,36,0,False
31,2006-08-01,35,23,0,False,34,27,0,False,38,19,0,False,29,26,1,False,29,25,0,False,34,22,0,False,29,31,1,False,26,23,0,False,22,25,2,False,30,25,0,False,35,27,0,False,30,18,0,False,35,23,0,False,34,21,0,False,30,24,0,False,38,27,0,False,27,20,1,False,37,28,0,False,35,25,1,False,29,28,0,False,41,34,1,False,46,24,1,False,37,25,0,False,45,22,0,False,37,29,0,False,34,34,2,False,33,13,0,False,35,23,0,False,48,5,0,False,27,14,0,False,32,26,0,False,31,33,1,False,33,29,0,False,35,22,0,False,34,30,0,False,28,19,0,False,30,23,1,False,36,30,1,False,33,27,0,False,23,32,0,False,37,23,0,False,27,27,0,False,36,28,0,False,29,40,0,False,25,22,0,False,39,29,0,False,40,30,0,False,37,22,1,False,35,25,0,False,40,14,0,False,33,39,0,False
32,2006-09-01,43,32,0,False,27,23,0,False,29,28,0,False,37,26,1,False,31,25,0,False,40,28,0,False,45,29,0,False,26,23,0,False,34,52,0,False,32,26,0,False,35,28,0,False,25,24,1,False,31,32,0,False,40,23,0,False,35,28,0,False,41,26,0,False,23,24,0,False,33,34,1,False,38,28,0,False,36,29,0,False,43,37,0,False,34,24,1,False,38,26,1,False,47,23,1,False,37,24,1,False,33,22,0,False,26,33,1,False,34,27,0,False,39,24,0,False,35,19,0,False,42,27,0,False,30,32,0,False,42,34,0,False,29,27,1,False,35,30,1,False,33,20,0,False,43,28,1,False,49,27,0,False,32,28,0,False,28,27,0,False,34,33,0,False,36,36,0,False,40,31,0,False,28,38,0,False,20,27,0,False,33,29,1,False,54,35,1,False,33,23,0,False,43,20,0,False,40,11,3,False,26,31,0,False
33,2006-10-01,32,30,0,False,35,23,0,False,23,31,0,False,37,32,0,False,30,27,0,False,37,30,0,False,37,36,0,False,29,24,0,False,41,34,0,False,30,25,0,False,36,29,0,False,23,22,0,False,35,30,0,False,46,25,0,False,37,24,0,False,40,36,0,False,24,23,0,False,34,33,0,False,43,28,0,False,37,32,0,False,47,37,0,False,37,32,0,False,35,28,0,False,48,25,0,False,40,26,0,False,38,22,1,False,32,23,0,False,37,27,0,False,38,17,0,False,37,19,0,False,45,22,1,False,36,30,0,False,37,32,0,False,33,27,0,False,36,32,0,False,32,23,0,False,30,28,0,False,51,28,1,False,36,26,0,False,45,28,0,False,36,36,0,False,28,33,0,False,40,36,0,False,30,38,0,False,28,23,0,False,36,32,0,False,42,25,0,False,38,24,1,False,47,24,0,False,58,30,0,False,44,24,0,False
34,2006-11-01,38,35,0,False,43,30,0,False,42,38,0,False,37,31,0,False,34,29,0,False,40,29,0,False,42,39,0,False,31,26,0,False,41,48,0,False,36,28,0,False,44,32,0,False,24,18,0,False,40,31,0,False,48,23,1,False,37,27,0,False,46,31,1,False,35,29,0,False,44,28,0,False,48,35,0,False,39,32,0,False,55,47,1,False,52,35,0,False,41,29,0,False,56,24,0,False,43,32,0,False,37,46,0,False,28,22,0,False,40,28,0,False,54,14,0,False,38,24,0,False,48,26,0,False,40,37,1,False,47,39,0,False,36,35,0,False,37,31,0,False,32,30,0,False,39,31,0,False,43,29,1,False,36,29,0,False,34,25,0,False,40,33,0,False,41,34,0,False,39,36,0,False,32,38,0,False,24,33,0,False,41,32,0,False,36,21,0,False,37,26,0,False,45,26,0,False,47,36,0,False,38,34,0,False
35,2006-12-01,36,35,0,False,40,28,0,False,37,34,0,False,46,28,0,False,37,31,0,False,49,35,0,False,52,44,0,False,39,34,0,False,51,45,0,False,39,30,0,False,47,33,0,False,34,19,0,False,52,27,0,False,45,30,1,False,40,31,0,False,48,32,1,False,46,23,0,False,40,32,0,False,43,28,0,False,44,36,0,False,57,48,1,False,47,33,1,False,42,31,0,False,63,29,0,False,51,32,1,False,56,37,0,False,42,20,0,False,48,28,0,False,59,18,0,False,33,25,0,False,45,36,0,False,41,33,0,False,49,40,0,False,41,27,0,False,40,37,0,False,44,27,0,False,37,32,0,False,54,35,1,False,42,33,0,False,42,30,0,False,58,30,0,False,22,28,0,False,50,36,0,False,37,33,0,False,28,25,0,False,49,27,0,False,79,44,0,False,41,29,1,False,55,32,0,False,43,36,0,False,38,40,0,False
36,2007-01-01,26,26,0,False,37,28,0,False,37,35,0,False,37,27,0,False,34,32,0,False,45,28,0,False,41,39,1,False,33,26,0,False,32,28,0,False,36,30,0,False,39,33,0,False,27,21,0,False,35,20,0,False,33,21,0,False,34,29,0,False,42,33,0,False,38,24,0,False,39,29,0,False,38,26,0,False,38,33,0,False,52,43,0,False,46,28,1,False,42,29,0,False,50,28,0,False,43,26,0,False,49,50,0,False,30,35,0,False,40,28,1,False,45,24,0,False,41,26,0,False,45,34,1,False,36,36,0,False,41,28,0,False,37,31,0,False,36,36,1,False,33,25,0,False,35,28,0,False,45,34,0,False,36,35,1,False,37,31,0,False,49,34,0,False,39,40,0,False,44,32,0,False,32,42,0,False,28,30,1,False,39,31,0,False,77,25,0,False,37,26,0,False,52,24,0,False,40,41,0,False,30,22,0,False
37,2007-02-01,43,25,0,False,39,32,0,False,27,28,0,False,37,31,0,False,32,27,0,False,38,29,1,False,47,42,1,False,31,26,0,False,43,33,0,False,33,25,0,False,36,32,0,False,28,21,1,False,39,25,0,False,43,29,0,False,35,26,0,False,30,30,0,False,36,27,0,False,39,24,0,False,43,24,0,False,38,31,0,False,49,38,0,False,37,30,0,False,40,24,0,False,53,24,0,False,36,28,1,False,35,47,0,False,40,24,0,False,36,28,0,False,39,24,0,False,36,28,1,False,33,26,0,False,37,34,0,False,37,31,0,False,31,28,0,False,35,35,1,False,33,23,0,False,34,20,0,False,46,31,1,False,33,31,0,False,27,34,0,False,38,29,0,False,33,38,0,False,46,37,0,False,27,44,0,False,24,25,0,False,35,30,0,False,43,33,0,False,38,25,0,False,38,26,0,False,36,39,0,False,24,37,0,False
38,2007-03-01,25,30,0,False,32,26,0,False,31,25,0,False,37,30,0,False,32,29,0,False,40,29,0,False,37,36,0,False,30,23,0,False,32,35,0,False,31,27,0,False,36,31,0,False,24,25,0,False,27,28,0,False,40,29,0,False,33,27,0,False,37,35,0,False,26,21,0,False,31,25,0,False,23,28,0,False,34,27,0,False,41,38,0,False,33,24,0,False,34,26,0,False,54,27,0,False,40,29,0,False,38,49,1,False,34,29,0,False,33,25,0,False,26,19,0,False,29,28,1,False,45,19,1,False,34,33,0,False,43,38,0,False,30,35,0,False,34,34,0,False,30,26,0,False,34,22,0,False,50,38,1,False,34,30,0,False,31,29,0,False,40,34,0,False,24,26,0,False,32,29,0,False,28,40,0,False,23,26,0,False,34,27,0,False,44,35,0,False,36,27,1,False,44,25,0,False,42,29,0,False,21,25,0,False
39,2007-04-01,28,26,0,False,36,22,1,False,33,34,1,False,35,26,0,False,30,26,0,False,39,30,0,False,41,33,0,False,30,26,0,False,21,25,0,False,32,27,0,False,35,29,0,False,28,20,0,False,36,24,0,False,26,29,0,False,34,25,1,False,36,29,0,False,27,21,0,False,30,25,0,False,33,22,0,False,32,30,1,False,45,45,0,False,33,18,0,False,36,26,0,False,48,20,0,False,34,30,1,False,48,53,0,False,29,23,1,False,30,22,0,False,30,29,0,False,33,22,0,False,34,24,0,False,32,29,1,False,36,37,0,False,29,35,0,False,33,31,1,False,29,26,0,False,32,25,0,False,41,33,1,False,28,29,0,False,27,23,0,False,37,28,0,False,20,37,0,False,33,29,0,False,26,39,0,False,24,21,0,False,33,24,0,False,53,48,0,False,37,25,1,False,41,24,0,False,43,34,2,False,30,30,0,False
40,2007-05-01,25,24,0,False,28,25,0,False,40,29,0,False,30,30,0,False,30,27,0,False,40,28,0,False,33,34,0,False,29,25,0,False,42,38,0,False,27,28,0,False,37,29,0,False,27,20,0,False,31,23,0,False,37,17,0,False,31,26,1,False,36,34,0,False,30,26,0,False,34,35,1,False,31,31,0,False,31,28,0,False,38,41,1,False,30,28,1,False,38,26,0,False,49,24,0,False,36,29,1,False,38,34,0,False,29,23,0,False,34,25,0,False,27,26,0,False,32,17,0,False,33,33,1,False,32,35,1,False,34,26,0,False,32,32,0,False,32,31,0,False,31,26,0,False,36,26,0,False,41,32,1,False,31,28,0,False,31,27,1,False,32,31,0,False,29,40,0,False,37,32,0,False,27,37,0,False,24,35,1,False,30,31,0,False,47,29,0,False,36,27,1,False,43,24,0,False,40,37,0,False,24,28,0,False
41,2007-06-01,30,24,0,False,28,27,1,False,35,30,0,False,38,30,0,False,30,27,0,False,35,29,0,False,38,30,0,False,29,22,0,False,27,36,0,False,33,26,0,False,34,33,0,False,29,24,0,False,29,23,0,False,33,21,0,False,31,24,0,False,35,30,0,False,30,26,0,False,28,25,0,False,35,27,0,False,32,29,1,False,43,37,1,False,35,29,1,False,36,28,0,False,53,26,0,False,38,28,1,False,38,26,0,False,25,30,0,False,34,26,0,False,41,18,0,False,34,23,0,False,39,24,0,False,32,28,1,False,45,35,0,False,34,27,0,False,34,31,1,False,29,23,1,False,32,29,0,False,43,26,0,False,33,31,0,False,28,22,1,False,34,26,0,False,24,22,0,False,40,37,0,False,27,34,0,False,28,29,0,False,32,28,1,False,45,25,0,False,37,23,1,False,39,23,0,False,35,27,0,False,34,19,0,False
42,2007-07-01,43,23,0,False,34,31,0,False,34,29,0,False,33,30,0,False,29,25,0,False,36,25,0,False,37,33,1,False,32,25,0,False,29,31,0,False,31,26,0,False,36,30,0,False,23,24,0,False,42,25,0,False,37,22,1,False,34,25,1,False,42,29,0,False,25,21,0,False,39,24,0,False,37,30,0,False,31,24,0,False,51,37,0,False,42,23,1,False,38,26,1,False,46,24,0,False,34,29,0,False,28,30,0,False,39,23,0,False,32,27,0,False,44,22,0,False,33,25,1,False,29,28,1,False,33,32,1,False,36,36,0,False,31,23,0,False,34,30,1,False,30,25,1,False,37,31,0,False,50,31,1,False,32,29,0,False,45,35,1,False,40,36,0,False,24,33,0,False,39,30,0,False,31,32,0,False,26,33,0,False,38,28,0,False,52,19,0,False,34,24,1,False,44,25,0,False,38,34,0,False,28,26,0,False
43,2007-08-01,37,26,0,False,36,27,0,False,27,23,0,False,33,29,0,False,32,26,0,False,36,27,0,False,38,35,1,False,29,24,0,False,36,30,0,False,31,26,0,False,38,28,0,False,24,25,0,False,35,22,0,False,42,26,1,False,31,24,1,False,38,31,0,False,38,23,0,False,36,26,0,False,37,24,1,False,35,29,0,False,44,37,1,False,40,32,0,False,38,25,1,False,48,26,0,False,39,29,0,False,45,30,0,False,43,22,0,False,35,24,0,False,56,17,0,False,34,18,0,False,45,32,1,False,36,34,0,False,44,29,0,False,37,31,0,False,35,31,1,False,31,23,0,False,36,24,1,False,47,26,0,False,33,27,0,False,37,23,1,False,49,33,0,False,24,37,0,False,37,34,1,False,32,34,0,False,26,26,0,False,33,27,0,False,42,17,0,False,37,23,0,False,48,23,0,False,38,25,0,False,41,39,0,False
44,2007-09-01,25,29,0,False,36,25,0,False,22,24,0,False,36,28,0,False,32,25,0,False,38,27,0,False,42,34,0,False,30,27,0,False,29,39,0,False,31,27,0,False,40,27,0,False,26,22,0,False,34,25,0,False,26,18,0,False,36,26,0,False,38,27,0,False,29,27,1,False,29,25,0,False,29,27,1,False,35,29,0,False,46,40,0,False,42,28,0,False,37,27,0,False,50,24,0,False,42,27,0,False,39,37,1,False,25,17,0,False,37,24,1,False,18,28,0,False,28,17,0,False,32,28,1,False,32,33,1,False,38,26,0,False,32,28,0,False,35,30,0,False,31,24,0,False,30,29,1,False,45,31,0,False,33,28,0,False,39,23,0,False,41,27,0,False,31,37,1,False,40,34,0,False,31,35,0,False,28,28,0,False,35,26,0,False,46,32,0,False,37,25,1,False,45,23,0,False,26,22,0,False,29,29,0,False
45,2007-10-01,30,38,0,False,31,29,0,False,32,29,0,False,36,29,0,False,30,24,0,False,36,29,0,False,40,30,0,False,32,27,0,False,17,21,0,False,31,26,0,False,38,28,0,False,27,24,0,False,30,17,0,False,28,32,0,False,32,25,0,False,34,28,0,False,33,20,0,False,33,32,0,False,41,26,0,False,31,29,0,False,46,40,1,False,37,23,0,False,36,25,0,False,48,26,0,False,39,23,0,False,33,25,1,False,27,24,0,False,34,26,0,False,49,28,0,False,30,20,0,False,33,25,1,False,34,30,1,False,42,30,1,False,34,29,0,False,34,32,0,False,33,20,0,False,31,25,0,False,49,32,0,False,35,29,1,False,24,25,0,False,44,31,0,False,23,40,0,False,35,35,1,False,31,33,0,False,28,22,0,False,32,28,0,False,48,32,0,False,39,25,0,False,40,25,0,False,33,26,0,False,43,22,0,False
46,2007-11-01,34,37,0,False,47,32,0,False,43,31,0,False,39,31,0,False,32,25,0,False,40,31,0,False,49,36,0,False,32,26,0,False,32,31,0,False,35,29,0,False,44,29,0,False,32,26,0,False,39,23,1,False,48,32,0,False,39,29,0,False,46,36,0,False,38,30,0,False,38,36,0,False,43,27,0,False,41,31,0,False,54,44,1,False,42,28,0,False,44,29,0,False,54,27,0,False,46,28,0,False,40,35,1,False,35,30,0,False,39,31,0,False,28,19,0,False,34,20,0,False,39,31,0,False,39,33,0,False,40,39,0,False,39,32,1,False,39,35,0,False,35,25,0,False,36,23,0,False,52,35,0,False,38,32,0,False,41,24,1,False,39,35,0,False,28,33,1,False,49,38,1,False,34,38,0,False,27,26,0,False,34,29,0,False,48,32,0,False,40,28,0,False,49,29,0,False,36,47,0,False,49,33,0,False
47,2007-12-01,49,35,0,False,43,30,0,False,36,35,0,False,48,34,0,False,33,29,0,False,49,37,0,False,52,35,0,False,38,28,0,False,43,40,0,False,36,30,0,False,45,32,0,False,26,21,0,False,43,23,0,False,33,34,1,False,40,33,0,False,49,39,0,False,41,27,0,False,47,32,0,False,47,26,0,False,44,36,0,False,57,51,1,False,46,34,0,False,47,33,0,False,64,33,0,False,47,30,0,False,67,41,0,False,33,28,0,False,49,36,2,False,48,24,0,False,36,27,0,False,48,35,0,False,44,39,0,False,50,42,0,False,40,37,0,False,42,37,0,False,39,30,0,False,43,30,0,False,48,35,0,False,41,36,0,False,48,28,0,False,52,35,1,False,36,37,0,False,46,41,1,False,38,34,0,False,32,32,0,False,40,32,0,False,83,34,0,False,41,28,1,False,54,30,0,False,46,39,0,False,43,37,0,False
48,2008-01-01,42,28,0,False,43,32,1,False,38,32,0,False,36,33,0,False,31,29,0,False,45,34,0,False,48,42,0,False,31,27,0,False,56,59,0,False,31,33,0,False,39,33,0,False,25,28,0,False,38,25,0,False,45,34,1,False,35,32,0,False,37,33,0,False,33,27,1,False,36,36,1,False,34,31,0,False,38,35,0,False,54,56,0,False,43,34,0,False,38,28,0,False,53,30,0,False,37,35,1,False,44,43,0,False,41,20,0,False,36,31,0,False,34,30,0,False,26,23,0,False,38,31,0,False,38,38,0,False,39,34,0,False,38,29,0,False,39,37,0,False,37,29,0,False,37,30,0,False,47,32,0,False,34,31,0,False,38,38,0,False,41,27,0,False,32,38,0,False,43,33,1,False,35,39,0,False,25,37,0,False,31,29,0,False,45,39,0,False,42,28,1,False,46,35,0,False,39,40,0,False,38,36,0,False
